QUEST_LV_0400_20161212_000001	Kedoran Alliance Merchant Alta	케도라 상단원 알타
QUEST_LV_0400_20161212_000331	{nl}Dia juga membujuk kami agar kita harus tetap bersama meskipun dalam kondisi yang cukup sulit.{nl} Kita semua merasa malu karena perbuatannya..	{nl}그리고 어려울 때일수록 서로 힘을 합쳐서 상황을 극복해 나가야 한다며 모두를 설득했습니다.{nl}그의 행동과 말에 스스로 한없이 부끄러워지면서.. 정신이 번쩍 나더군요.
QUEST_LV_0400_20161212_000332	{nl}Kami menyadari dengan hanya melindungiku tidak akan membuatnya menjadi lebih baik.{nl}Saat itulah kita mulai mengumpulkan kekuatan kami dalam mengatasi keadaan ini.	{nl}어려운 상황에서 내 것을 지키기만 한다고 상황이 나아지진 않는다는 걸 깨달은 거죠.{nl}그래서 상황을 극복하기 위해서 사람들과 힘을 모아 행동했습니다.
QUEST_LV_0400_20161212_000333	{nl} Sebagai hasil dari tindakan yang dilakukan waktu itu, dikit demi sedikit menjadi lebih baik.{nl} Jika Aurlelse tidak menghentikannya saat itu, mungkin tidak ada orang yang masih bertahan hidup disini.	{nl}행동의 결과로, 완전히 풍족하진 않지만 그래도 조금씩은 나아지고 있습니다.{nl}그 때 아우랠스가 그렇게 나서지 않았다면 이곳에 사람은 없었을지도 모릅니다.
QUEST_LV_0400_20161212_000334	Jika tidak ada seseorang yang berani seperti Nagles. Mungkin tidak ada orang yang bersedia untuk melawan para monster.{nl} Nagles adalah salah satu yang mengangkat Walls dan menemukan senjata.	네이글스처럼 용맹하고 적극적인 청년이 없었다면 이곳을 몬스터에게서 지키는 사람은 아무도 없었을 겁니다.{nl}직접 방책을 만들고 무기를 찾아낸 것도 네이글스가 한 일입니다.
QUEST_LV_0400_20161212_000335	Nagles	네이글스
QUEST_LV_0400_20161212_000336	Terima kasih Curtis, kami dapat tinggal disini selamanya.	커티스 아저씨가 있었기에 우리가 지금까지 이곳에서 생활 할 수 있었던 거예요.
QUEST_LV_0400_20161212_000337	Apa yang bisa aku lakukan setelah melihat kerja keras Curtis untuk seluruh orang disini.{nl}Karena itulah, aku memikirkan untuk melindungi mereka dari para monster.	커티스 아저씨가 사람들을 위해서 일하시는 모습을 보고, 내가 할 일은 없을까 생각했어요.{nl}그래서 늘 마을을 위협하는 몬스터들을 어떻게 해야 하나 고민해봤어요.
QUEST_LV_0400_20161212_000338	{nl}Lalu aku mencarikan apapun yang bisa digunakan sebagai senjata disekitar sini.{nl}Mengejutkan sekali ada worn yang turun dari dalam pondok sehingga terlihat tombak didalamnya…	{nl}그리고 이 주변에 혹시 무기로 쓸 만한 것을은 없나 찾아 보았어요.{nl}놀랍게도 한쪽 구석에 다 허물어져 가는 창고 같은 곳이 있었고.. 그 안에는 창이 있더군요.
QUEST_LV_0400_20161212_000339	{nl}Aku memberikan tombak ini untuk penduduk berusia muda seperti diriku dan kita mulai untuk melindungi seluruh penduduk.{nl}Kemudian kita mengangkat walls agar membuat para monster kesulitan saat mencoba masuk.	{nl}창을 저 같이 젊은 청년들에게 주고 그들에게 이곳을 지키도록 했어요.{nl}그리고 몬스터들이 쉽게 들어오지 못하도록 방책을 만들었어요.
QUEST_LV_0400_20161212_000340	{nl}Kita tidak memiliki bahan-bahan yang mencukupi atau pengalaman dalam membangun sebuah dinding dengan benar sehingga terlihat buruk.{nl} Meskipun ini masih layak dan semakin berat!	{nl}방책 만들 재료가 부족해서, 방책은 부실하게 만들 수 밖에 없었어요.{nl}그래도 효과는 있었어요!
QUEST_LV_0400_20161212_000341	Heres	헤르스
QUEST_LV_0400_20161212_000342	Walaupun kehidupan disini sudah lebih baik, masih saja tidak aman.{nl} Waktu terus berlalu ini akan mustahil untuk bertahan disini tanpa bantuan dari yang lainnya.	비록 이 곳 생활이 전보다 많이 나아지긴 했어도 그래도 안심할 수 없어요.{nl}도움을 받지 않는 이상 이렇게 생활 하는데도 한계가 올거에요.
QUEST_LV_0400_20161212_000343	Meskipun kita menginginkan untuk pergi dan meminta bantuan, kita tidak bisa melakukannya.{nl} Karena para monster itu adalah salah satu ancamannya, tapi masalah sebenarnya adalah keterbatasan persediaan makanan yang kami miliki.	다른 마을에 도움을 요청하러 나가고 싶어도 그럴 수가 없어요.{nl}몬스터도 위협적이지만 식량 문제가 제일 커요.
QUEST_LV_0400_20161212_000344	{nl}Kita tidak memiliki cara untuk mengatakan seberapa jauh untuk sampai ke Great Woodlands.{nl} Kita tidak tahu berapa banyak persediaan makanan yang kita perlukan untuk dibawa hingga kota selanjutnya.	{nl}우리가 대삼림 지대 어느 정도까지 들어왔는지를 전혀 가늠할 수 없거든요.{nl}몇일 분량의 식량을 가져가야 안전하게 다른 마을에 당도할지 알 수 없잖아요.
QUEST_LV_0400_20161212_000345	Dreis	드레이스
QUEST_LV_0400_20161212_000346	Kita tidak bisa membagikan makanan karena kita kehilangan pertenakan karena para monster.{nl}Kita juga tidak merebut kembali pertenakan tersebut dari para monster.	농경지를 몬스터에게 빼앗기니 식량이 제대로 분배가 안되고 있어요.{nl}몬스터에게서 농경지를 되찾고 싶어도 그럴 수가 없어요.
QUEST_LV_0400_20161212_000347	Akan ada perseteruan karena kurangnya persediaan makanan jika kita tidak melakukan sesuatu apapun.	농경지를 되찾지 않으면 분명 식량 가지고 분쟁이 생길 거예요.
QUEST_LV_0400_20161212_000348	Phadia	파디야
QUEST_LV_0400_20161212_000349	Para monster akan terus berdatangan meskipun terhalang dinding.{nl}Mereka akan terus datang jika orang hanya berdiam diri berjaga dengan senjata mereka.	방책을 세워도 몬스터들은 쳐들어와요.{nl}청년들이 무기를 들고 이 곳을 지키고 있어도 마찬가지로 쳐들어와요.
QUEST_LV_0400_20161212_000350	{nl}Meskipun kita merebut kembali, seluruh pertenakan dari para monster{nl} Hal itu tidaklah cukup untuk memberi persediaan makanan untuk kita semua.	{nl}겨우겨우 개척한 농경지마저 몬스터한테 뺏기고 말았죠.{nl}농경지를 되찾는다고 해도 거기서 나올 농작물의 양은 뻔해요.
QUEST_LV_0400_20161212_000351	{nl}Ini hanya menghilangkan semangat kami dimasa depan.{nl}Kita tidak dapat melakukannya tanpa bantuan dari orang lain.	{nl}절대로 이 곳 피난민들의 배를 모두 채울 만큼 나오지 않아요.{nl}어딘가, 누군가의 도움을 받지 않는 이상 이 곳의 생활은 분명 한계가 있어요.
QUEST_LV_0400_20161212_000352	Kamu tidak mungkin bisa hanya meminum air dari Michekan Forest karena air itu beracun.{nl}Kamu akan merasakan sakit pada perutmu jika kamu melakukannya.	미쉐칸 숲의 물은 흰나무의 독성 때문에 그냥 마시면 안돼요.{nl}그냥 마셨다간 복통에 시달리게 돼요.
QUEST_LV_0400_20161212_000353	{nl}Kamu harus meminumnya setelah dibersihkan dengan Randulin, tapi mendapatkannya tidaklah mudah.{nl}Kamu harus menemukan diluar Camp pengungsi dimana para monster berkeliaran.	{nl}란둘린 초를 이용해서 정수해 마셔야 하는데.. 란둘린 초를 쉽게 구할 수 있는 것도 아니예요.{nl}촌 밖으로 나가야 구할 수 있는데, 촌 밖은 몬스터로 가득하죠.
QUEST_LV_0400_20161212_000354	{nl}Tidak ada yang mudah disini.	{nl}뭐 하나도 쉽게 되는 게 없어요 여기선.
QUEST_LV_0400_20161212_000355	Wyatt	이와트
QUEST_LV_0400_20161212_000356	Aku pikir dia membawakan makanan lebih banyak daripada yang lain.{nl}Aku bertanya kepada Waltas, namun dia mengatakan bahwa dia telah menemukan makanan di sebuah perkampungan kosong	가져오는 식량이 어쩐지, 다른 사람들보다 많다고 생각되긴 했었어요.{nl}그래서 왈타스에게 물어봤지만, 비어 있는 피난처 창고에서 가지고 왔다고만 말했어요.
QUEST_LV_0400_20161212_000357	{nl}Aku tidak tahu apapun saat itu.{nl} Aku tidak pernah bermimpi dia bahwa dia mencuri untuk anak kita…	{nl}그 때는 몰랐죠.{nl}남편이 갓난 아기와 저를 위해서 도둑질을 한다는 것을..
QUEST_LV_0400_20161212_000358	{nl}Aurlelse membela suamiku ketika dia ditemukan sebagai seorang pencuri.{nl}Kita akan diusir jika bukan karenanya.	{nl}남편의 도둑질이 발각되어 모든 이들에게 뭇매를 맞을 때 아우랠스씨가 그 이를 감싸주셨어요.{nl}아우랠스씨가 없었으면 우린 이 촌에서 추방당했을 거예요.
QUEST_LV_0400_20161212_000359	{nl}Aku sangat bersyukur kepada Aurlelse dari apa yang telah dia lakukan.{nl}Aku memohon maaf kepada semua orang yang telah menjadi korban saat itu..{nl}	{nl}지금도 아우랠스씨에겐 늘 감사하고 있어요.{nl}그리고 피해를 입은 분들께도 너무 죄송스럽기만 해요..{nl}
QUEST_LV_0400_20161212_000360	Waltas menjadi seorang pencuri karena anak kita.{nl}Aku tidak merasa dipermalukan.	왈타스가 도둑질을 한 건 저와 아기 때문이에요.{nl}부끄럽지 않아요.
QUEST_LV_0400_20161212_000361	{nl}Bukankah kita jika dalam kondisi tersebut tidak ada pilihan?	{nl}그이가 그렇게 할 수 밖에 없는 상황에 우리가 놓인 거 아닌가요?
QUEST_LV_0400_20161212_000362	Waltas	왈타스
QUEST_LV_0400_20161212_000363	Wyatt telah menjadi seorang pengungsi sejak dia mengandung dan setelah anak kami lahir, kami segera menuju tempat ini.{nl}Hanya ada sedikit makanan untuk mencegah rasa lapar.	이와트는 만삭의 몸으로 피난길을 나섰고, 이 곳에 도착하자마자 아기를 낳았어요.{nl}그런데 이곳엔 식량따위 없었고 각자가 입에 풀칠 할 만큼의 식량만 가지고 있었죠.
QUEST_LV_0400_20161212_000364	{nl}Kami berhasil mendapatkan sesuatu, namun anak itu tidak dapat memakannya karena Wyatt tidak mendapatkan nutrisi yang cukup.{nl}Anak itu tetap menangis ingin sekali makan namun tidak ada yang bisa diberikan...Aku tidak tahu apa yang harus dilakukan.	{nl}별로 없는 식량으로 버티긴 했지만 이와트가 제대로 먹지 못하니 아이에게 물릴 젖이 나오질 않더군요.{nl}아이는 배고프다고 우는데 식량은 없고.. 정말 미치겠더라고요.
QUEST_LV_0400_20161212_000365	{nl}Itu sebabnya aku mencuri makanan untuk keluargaku..	{nl}그래서 아이와 이와트에게 먹이려고 식량을 훔쳤어요..
QUEST_LV_0400_20161212_000366	{nl}Bagaimanapun juga, kejahatanku akan segera diketahui oleh orang lain.{nl}Aurlelse membela aku dan keluargaku sebelu aku dipukuli.	{nl}하지만 얼마 안가 도둑질이 발각되고 말았어요.{nl}사람들에게 뭇매를 맞기 직전에 아우랠스씨가 저희 가족을 감싸주셨죠.
QUEST_LV_0400_20161212_000367	{nl}Aku akan bergabung untuk menebus kesalahanku.	{nl}사람들에게 사과를 하고 지은 죄를 씻기 위해 더 적극적으로 이 곳 개척에 참여하고 있어요.
QUEST_LV_0400_20161212_000368	Menurut kami situasi makanan ini mungkin akan membaik saat kami berhasil membuat lahan pertanian tapi...{nl}Kami kehilangan segalanya karena ulah para monster.	겨우겨우 농경지를 만들었고, 이제야 좀 식량이 여유로워지나 했는데..{nl}몬스터한테 농경지를 빼앗겨버리고 말았죠.
QUEST_LV_0400_20161212_000369	{nl}Aku cemas sekali mungkinkah takdir kita menjadi lebih buruk.	{nl}생활이 더 어려워질까 걱정이에요.
QUEST_LV_0400_20161212_000370	Ciatas	시타스
QUEST_LV_0400_20161212_000371	Kami dapat mengaturnya hingga saat ini, namun kita tidak tahu kapan kita akan mengetahui batas kemampuan kami.	사람들과 힘을 모아서 지금까지의 생활을 유지할 수 있었지만 언제 한계에 부딪칠지 몰라요.
QUEST_LV_0400_20161212_000372	Tentu saja, aku ingin pergi dan meminta bantuan.{nl}Tapi kita tidak tahu keberadaan kita dan banyak monster merayap diseluruh tempat…	지원을 요청하러 나가고 싶죠, 당연히.{nl}하지만 지금 여기가 어디인지도 확실치 않고, 몬스터들도 저리 득시글 거리니..
QUEST_LV_0400_20161212_000373	Rhupas	루파스
QUEST_LV_0400_20161212_000374	Tempat ini menjadi sangat dingin dimalam hari.{nl}Mungkin kamu akan merasakan kedinginan jika kamu tidak menghangatkan dirimu.	이곳은 밤이 되면 정말로 춥습니다. {nl}꽁꽁 싸매지 않으면 동상에 걸릴 수도 있죠.
QUEST_LV_0400_20161212_000375	Aku tidak tahu bagaimana kita dapat bertahan apabila kita kehilangan lahan pertanian.	몬스터에게서 농경지를 빼앗겨 버리니 앞으로 생활이 막막하기만 합니다.
QUEST_LV_0400_20161212_000376	Ohdette	오데트
QUEST_LV_0400_20161212_000377	Beberapa orang berpikir bahwa yang harus kita lakukan adalah merebut kembali lahan pertanian tapi itu tidak benar.{nl} Kita tidak dapat mempertahankan persediaan makanan dari pertanian kita sendiri,	사람들은 농경지만 되찾으면 된다고 생각을 하는데 큰 오산이에요.{nl}이 곳의 농경지에서 나오는 농작물만으로는 충분하지 않거든요.
QUEST_LV_0400_20161212_000378	{nl}Para monster terus menyerang kami sejak mereka mengetahui adanya persedian makan di Camp.	{nl}몬스터들도 촌에 먹을 것이 있다는 걸 알고 있으니 계속 쳐들어올 거라구요.
QUEST_LV_0400_20161212_000379	Kita tidak bisa mengusir mereka jika kita tidak mempersenjatakan diri dengan senjata.{nl}Mereka tidak ahli.	이 곳에 있는 청년들에게 무기를 쥐어줘도 몬스터들을 몰아낼 순 없어요.{nl}그들은 전문적으로 싸움을 배운 사람들이 아니니깐요.
QUEST_LV_0400_20161212_000380	Salewya	살뤼야
QUEST_LV_0400_20161212_000381	Orang-orang semakin khawatir.{nl} Bagaimanapun kami mengaturnya agar berhasil hingga sejauh ini dengan saling membantu, tapi pasti ada cukup waktu.	사람들이 그러더군요.{nl}지금까지 서로 힘을 모아서 어떻게든 살아봤지만 계속 이 곳에서 사는건 힘들거라고..
QUEST_LV_0400_20161212_000382	{nl}Hal itu tidak berarti kita memiliki cara untuk bertahan jika kita meninggalkan tempat ini.{nl}Kita tidak memiliki persediaan makanan yang cukup untuk mempertahankan jumlah penduduk yang semakin banyak.	{nl}그렇다고 당장 여길 떠날 수도 없어요.{nl}이 많은 사람들이 여길 떠나려면 꼭 필요한 식량같은 것이 저희한테는 없어요.
QUEST_LV_0400_20161212_000383	Saatnya aku berharap ini semua adalah sebuah mimpi.{nl}Bagaimanapun juga, rasanya seperti kenyataan setiap aku mengharapkannya.	이렇게 열악한 생활이 모두 꿈이길 바랄 때가 있어요.{nl}하지만 바라면 바랄 수록 더욱 지금 상황이 더 또렷해지면서 힘들게 느껴져요.
QUEST_LV_0400_20161212_000384	Daniels	다니엘스
QUEST_LV_0400_20161212_000385	Salewya tidak selalu jahat. {nl}Hal itu terjadi setelah datang kesini	원래 살뤼야는 이렇게 성격이 어둡지 않았어요.{nl}여기 와서 저렇게 됐어요.
QUEST_LV_0400_20161212_000386	{nl}Tidak peduli berapa kali kita mengatakan kepadanya bahwa kita bisa mengatasi kesulitan tersebut.	{nl}그녀에서 이런 열악한 환경은 얼마든 극복할 수 있다고 말을 해도 소용이 없어요.
QUEST_LV_0400_20161212_000387	Terkadang Salewya mengatakan bahwa seluruh kehidupan ini layaknya seperti sebuah mimpi.{nl}Dia bermimpi bangun ditempat tidur yang hangat dan nyaman..	살뤼야가 가끔씩 이 곳의 이런 생활이 전부 꿈일 거 같다는 말을 해요.{nl}이러다 깨끗하고 넓고 아늑한 침대에서 잠을 깰 거라고..
QUEST_LV_0400_20161212_000388	{nl}Aku takut dia akan menyangkal kebenarannya.	{nl}그녀가 이렇게 계속 현실을 부정할까봐 걱정이에요.
QUEST_LV_0400_20161212_000389	Apakah kamu ingin mencoba untuk pergi kesana?{nl}Jika benar, dapatkah kamu membantuku? Ini masalah hidup dan mati.	이보게, 지금 이 안으로 들어가려고 하는 겐가?{nl}그럼 내 부탁 좀 들어주게.. 인명이 달린 급한 일이라네.
QUEST_LV_0400_20161212_000390	{nl}Bantulah Aku!	{nl}제발 도와주게!
QUEST_LV_0400_20161212_000391	Terima kasih telah bersedia membantu...{nl}Aku mengirim sekelompok pengungsi yang aku atur kedalam sebuah kelompok.{nl}Tidak ada satupun yang mampu membuatnya keluar meskipun sudah berada beberapa hari.	돕겠다고 나서주니 정말 고맙네..{nl}얼마 전에 내가 피난민들을 모집해 용병단을 꾸려 이 안에 들여 보냈네.{nl}그런데 며칠이 지나도 돌아오지 않고 있어.
QUEST_LV_0400_20161212_000392	Aku tidak berpikir legenda yang ditulis didalam buku itu adalah cerita nyata.{nl}Aku tidak mengetahui apa yang akan kita dapatkan tapi aku bisa mempertahankan posisi kita di Merchant Alliance..	난 그 책에 적혀있는 전설들이 허무맹랑한 이야기가 아닐거라고 생각한다네.{nl}무엇을 발견할 수 있을 지는 몰라도 발견만 할 수 있다면 상단 내의 내 입지도 올라가겠지..
