SKILL_20150317_000001	Attack	공격
SKILL_20150317_000719	[Gazing Golem] Physical Elemen Fire Strike	[게이징 골렘] 물리 화속성 타격
SKILL_20150317_000720	[Gazing Golem] Physical Elemen Fire Magic	[게이징 골렘] 물리 화속성 마법
SKILL_20150317_000721	[Reaverpede] Magic Elemen Poison Magic	[리버피드] 매직 독속성 마법
SKILL_20150317_000722	[Reaverpede] Physical Elemen Poison Magic	[리버피드] 물리 독속성 마법
SKILL_20150317_000723	[Mentiken] Physical Non-Elemen Magic	[맨티켄] 물리 무속성 마법
SKILL_20150317_000724	[Mentiken] Physical Non-Elemen Pierce	[맨티켄] 물리 무속성 찌르기
SKILL_20150317_000725	[Velorchard] Magic Elemen Poison Magic	[벨로차드] 매직 독속성 마법
SKILL_20150317_000726	[Velorchard] Physical Non-Elemen Magic	[벨로차드] 물리 무속성 마법
SKILL_20150317_000727	[Moldyhorn] Physical Elemen Poison Magic	[몰디혼] 물리 독속성 마법
SKILL_20150317_000728	[Moldyhorn] Physical Non-Elemen Strike	[몰디혼] 물리 무속성 타격
SKILL_20150317_000729	[Moldyhorn] Magic Elemen Poison Magic	[몰디혼] 매직 독속성 마법
SKILL_20150317_000730	[Giant Wood Goblin] Magic Non-Elemen Pierce	[자이언트 우드 고블린] 매직 무속성 찌르기
SKILL_20150317_000731	[Giant Wood Goblin] Physical Non-Elemen Strike	[자이언트 우드 고블린] 물리 무속성 타격
SKILL_20150317_000732	[Glass_Mole] Magic Non-Elemen Strike	[글래스몰] 매직 무속성 타격
SKILL_20150317_000733	[Harpeia] Physical Non-Elemen Pierce	[하르피아] 물리 무속성 찌르기
SKILL_20150317_000734	[Harpeia] Magic Non-Elemen Magic	[하르피아] 매직 무속성 마법
SKILL_20150317_000735	[Harpeia] Physical Elemen Lightning Magic	[하르피아] 물리 전기속성 마법
SKILL_20150317_000736	[Rajatoad] Physical Elemen Ice Magic	[라자토드] 물리 수속성 마법
SKILL_20150317_000737	[Malletwyvern] Physical Elemen Ice Strike	[말렛와이번] 물리 수속성 타격
SKILL_20150317_000738	[Malletwyvern] Physical Elemen Ice Magic	[말렛와이번] 물리 수속성 마법
SKILL_20150317_000739	[Merge] Physical Non-Elemen Slash	[머지] 물리 무속성 베기
SKILL_20150317_000740	[Merge] Physical Non-Elemen Pierce	[머지] 물리 무속성 찌르기
SKILL_20150317_000741	[Unicorn] Physical Non-Elemen Pierce	[유니콘] 물리 무속성 찌르기
SKILL_20150317_000742	[Unicorn] Physical Elemen Dark Pierce	[유니콘] 물리 암속성 찌르기
SKILL_20150317_000743	[Unicorn] Physical Elemen Dark Slash	[유니콘] 물리 암속성 베기
SKILL_20150317_000744	[Unicorn] Magic Elemen Dark Magic	[유니콘] 매직 암속성 마법
SKILL_20150317_000745	[Jack-o-Lantern] Physical Elemen Fire Pierce	[잭오랜턴] 물리 화속성 찌르기
SKILL_20150317_000746	[Gesti] Magic Elemen Dark Magic	[제스티] 매직 암속성 마법
SKILL_20150317_000747	[Golem_Gray] Physical Elemen Earth Strike	[회색 골렘] 물리 땅속성 타격
SKILL_20150317_000748	[Golem_Gray] Physical Elemen Earth Magic	[회색 골렘] 물리 땅속성 마법
SKILL_20150317_000749	[Molich]Basic Normal Attack	[몰레크]베이직 일반 공격
SKILL_20150317_000750	[Molich] Normal Attack, Fan shape	[몰레크] 일반 공격, 전방 부채꼴
SKILL_20150317_000751	[Simorph] Physical Elemen Earth Strike	[시모프] 물리 땅속성 타격
SKILL_20150317_000752	[Nepenthes] Physical Elemen Earth Strike	[네펜더스] 물리 땅속성 타격
SKILL_20150317_000753	[Nepenthes] Heal Buff Skill	[네펜더스] 힐 버프 스킬
SKILL_20150317_000754	[Capria] Physical Elemen Poison Slash	[카프리아] 물리 독속성 베기
SKILL_20150317_000755	[Capria] Monster Summon	[카프리아] 쫄몹 소환
SKILL_20150317_000756	[Specter Monarch] Summon	[스펙터 군주] 소환물
SKILL_20150317_000757	[Netherbovine] Magic Elemen Dark Magic	[네더보바인] 매직 암속성 마법
SKILL_20150317_000758	[Yonazolem Monster Summon]	요나졸렘 몬스터소환
SKILL_20150317_000759	[Field Chaparition]Basic Normal Dark	[필드 채퍼리션]베이직 일반 암흑
SKILL_20150317_000760	[Field Chaparition]Magic Normal Dark	[필드 채퍼리션]매직 일반 암흑
SKILL_20150317_000761	[Field Kerberos]Basic Normal Fire	[필드 켈베로스]베이직 일반 화염
SKILL_20150317_000762	[Field Kerberos]Magic Magic Fire	[필드 켈베로스]매직 매직 화염
SKILL_20150317_000763	[Poata] Physical Elemen Poison Strike	[포아타] 물리 독속성 타격
SKILL_20150317_000764	[Poata] Physical Elemen Poison Monster Summon	[포아타] 물리 독속성 쫄몹 소환
SKILL_20150317_000765	[Red Vubbe Fighter] Physical Elemen Fire Strike	[붉은 부베 투사] 물리 불속성 타격
SKILL_20150317_000766	Magic Magic Dark	매직 매직 다크
SKILL_20150317_000767	[Vubbe Fighter] Physical Elemen Earth Monster Summon	[부베 투사] 물리 땅속성 쫄몹 소환
SKILL_20150317_000768	[Red Vubbe Fighter] Physical Elemen Fire Monster Summon	[붉은 부베 투사] 물리 불속성 쫄몹 소환
SKILL_20150317_000769	[Corrupted] Physical Elemen Dark Pierce	[코럽티드] 물리 암속성 찌르기
SKILL_20150317_000770	[Carnivore] Monster Summon	[카너버] 쫄몹 소환
SKILL_20150317_000771	[Stone_Whale] Monster Summon	[석화고래] 쫄몹 소환
SKILL_20150317_000772	[Paladin Master] Normal attack	[팔라딘 마스터] 일반 공격
SKILL_20150317_000773	[Priest Master] Normal attack	[프리스트 마스터] 일반 공격
SKILL_20150317_000774	[Hunter Master] Normal attack	[헌터 마스터] 일반 공격
SKILL_20150317_000775	[Krivi master] Normal attack	[크리비 마스터] 일반 공격
SKILL_20150317_000776	[Barbarian master] normal attack	[바바리안 마스터] 일반 공격
SKILL_20150317_000777	[Linker Master] Normal attack	[링커 마스터] 일반 공격
SKILL_20150317_000778	[Mugosa master] Normal attack	[무고사 마스터] 일반 공격
SKILL_20150317_000779	[Sadu master] Normal attack	[사두 마스터] 일반 공격
SKILL_20150317_000780	[Rodelero master] Normal attack	[로델레로 마스터] 일반 공격
SKILL_20150317_000781	[Scout master] Normal attack	[스카우트 마스터] 일반 공격
SKILL_20150317_000782	[Rogue Master] Normal attack	[로그 마스터] 일반 공격
SKILL_20150317_000783	[Monk Master] Normal attack	[몽크 마스터] 일반 공격
SKILL_20150317_000784	[Oracle Master] Normal attack	[오라클 마스터] 일반 공격
SKILL_20150317_000785	[Druid Master] Normal attack	[드루이드 마스터] 일반 공격
SKILL_20150317_000786	Basic Attack	기본 공격
SKILL_20150317_000787	Menyerang musuh dari jarak dekat	근거리의 적에게 공격을 합니다.
SKILL_20150317_000788	Bow tangan kanan (Untuk Two hand bow)	보우 오른손(투핸드보우 전용)
SKILL_20150317_000789	Melukai musuh dari jarak dekat dengan mengayunkan senjata.	무기를 휘둘러서 근거리의 적에게 피해를 입힙니다.
SKILL_20150317_000790	Menyerang musuh dengan magic dari jarak jauh.	원거리의 적에게 마법 공격을 합니다.
SKILL_20150317_000791	Menyerang musuh dari jarak dekat (Two Hand Sword khusus Swordsman)	근거리의 적에게 공격을 합니다(전사 양손검 전용)
SKILL_20150317_000792	Serangan Magic ke musuh dari jarak jauh.(Two Hand Staff)	원거리의 적에게 마법 공격을 합니다.(양손스태프)
SKILL_20150317_000793	Dagger Pierce	단검 찌르기
SKILL_20150317_000794	Menyerang musuh dari jarak dekat. Jumlah serangan yang diakumulasi akan membuat target terdorong.	근거리의 적에게 공격을 합니다. 특정 타격 횟수 이상 적에게 입히게 되면 대상을 밀어냅니다.
SKILL_20150317_000795	Mont Royal	몽왕가
SKILL_20150317_000796	Shadow umbrella	섀도엄브렐러 
SKILL_20150317_000797	In development	개발중
SKILL_20150317_000798	Item skill	아이템 스킬
SKILL_20150317_000799	Dash attack	대시 공격
SKILL_20150317_000800	Dash Version dari Base Attack	기본공격의 대시버전입니다
SKILL_20150317_000801	Zaibas	자이바스
SKILL_20150317_000802	Lv.1 attack indicator #{SkillFactor}#, Splash #{SkillSR}#	Lv.1 공격 비율 #{SkillFactor}#, 스플래시 #{SkillSR}#
SKILL_20150317_000803	Basic	기본
SKILL_20150317_000804	Basic Attack 2	기본 공격2
SKILL_20150317_000805	Bow left hand	보우 왼손
SKILL_20150317_000806	Bow right hand (crossbow only)	보우 오른손(크로스보우 전용)
SKILL_20150317_000807	Public_Test 1	공용_테스트1
SKILL_20150317_000808	Mischief 1	화끈1
SKILL_20150317_000809	Public_Test 2	공용_테스트2
SKILL_20150317_000810	Mischief 2	화끈2
SKILL_20150317_000811	Public_Test 3	공용_테스트3
SKILL_20150317_000812	Mischief 3	화끈3
SKILL_20150317_000813	Public_Test 4	공용_테스트4
SKILL_20150317_000814	Mischief 4	화끈4
SKILL_20150317_000815	Public_Test 5	공용_테스트5
SKILL_20150317_000816	Mischief 5	화끈5
SKILL_20150317_000817	Ice paster	아이스 페이스터
SKILL_20150317_000818	{#993399} {ol} [magic] - [ice] - [strike] {/} {/} {nl}Memanggil bola salju besar yang dapat menyerang musuh di sekitar.	{#993399}{ol}[마법] - [얼음] - [타격]{/}{/}{nl}거대한 눈 덩어리를 소환해 주변 대상에게 피해를 줍니다.
SKILL_20150317_000819	Attack: #{SkillAtkAdd}#{nl}Splash: #{CaptionRatio}#{nl}Durasi: #{CaptionTime}# detik	공격력 #{SkillAtkAdd}#{nl}스플래시 #{CaptionRatio}#{nl}지속시간 #{CaptionTime}#초
SKILL_20150317_000820	Hoplite	하플라이트
SKILL_20150317_000821	In development	개발 진행 중
SKILL_20150317_000822	Attack #{SkillFactor}# Meningkatkan Splash #{SkillSR}#{nl} Konsumsi SP #{SpendSP}#	공격력 #{SkillFactor}# 증가, 스플래시 #{SkillSR}#{nl}소비 SP #{SpendSP}#
SKILL_20150317_000823	Guard	가드
SKILL_20150317_000824	Memblok serangan musuh dengan Shield. [Guard point 150]	방패로 적의 공격을 막아냅니다. [가드포인트 150]
SKILL_20150317_000825	Physical attacks ratio #{SkillFactor}# + #{SkillAtkAdd}# ditingkatkan	물리공격 비율 #{SkillFactor}#+#{SkillAtkAdd}# 증가
SKILL_20150317_000826	[Golem Card] Physical Non-Property Strike	[골렘 카드] 물리 무속성 타격
SKILL_20150317_000827	[Mushcaria Card] Physical Poison Property Strike	[머슈카리아 카드] 물리 독속성 타격
SKILL_20150317_000828	[Rocktortuga Card] Physical Non-Property Strike	[락토르투가 카드] 물리 무속성 타격
SKILL_20150317_000829	[Poata Card] Physical Dark Property Magic	[포아타 카드] 물리 암속성 마법
SKILL_20150317_000830	[Tutu Card] Physical Poison Property Slash	[투투 카드] 물리 독속성 베기
SKILL_20150317_000831	[Vubbe Fighter Card] Physical Non-Property Strike	[부베 투사 카드] 물리 무속성 타격
SKILL_20150317_000832	[Red Vubbe Fighter Card] Physical Non-Property Pierce	[붉은 부베 투사 카드] 물리 무속성 찌르기
SKILL_20150317_000833	[Chafer Card] Physical Poison Property Magic	[체이퍼 카드] 물리 독속성 마법
SKILL_20150317_000834	[Glass_Mole Card] Physical Non-Property Pierce	[글래스몰 카드] 물리 무속성 찌르기
SKILL_20150317_000835	[Woodspirit Card] Physical Non-Property Magic	[우드스피릿 카드] 물리 무속성 마법
SKILL_20150317_000836	[Cyclops Card] Physical Dark Property Strike	[사이클롭스 카드] 물리 암속성 타격
SKILL_20150317_000837	[Salamander Card] Magic Fire Property Magic	[샐러맨더 카드] 매직 화속성 마법
SKILL_20150317_000838	[Bearkaras Card] Physical Non-Property Magic	[베아카라스 카드] 물리 무속성 마법
SKILL_20150317_000839	[Dazzled Specter Card] Magic Dark Property Strike	[현혹의 스펙터 카드] 매직 암속성 타격
SKILL_20150317_000840	[Stone_Whale Card] Magic Non-Property Strike	[석화고래 카드] 매직 무속성 타격
SKILL_20150317_000841	[Ginklas Card] Physical Fire Property Strike	[긴클라스 카드] 물리 화속성 타격
SKILL_20150317_000842	[Carapace Card] Physical Non-Property Strike	[캐러페이스 카드] 물리 무속성 타격
SKILL_20150317_000843	[Specter Monarch Card] Magic Dark Property Magic	[스펙터 군주 카드] 매직 암속성 마법
SKILL_20150317_000844	[Netherbovine Card] Physical Dark Property Pierce	[네더보바인 카드] 물리 암속성 찌르기
SKILL_20150317_000845	[Mirtis Card] Magic Dark Property Slash	[미르티스 카드] 매직 암속성 베기
SKILL_20150317_000846	[Sequoia Card] Physical Fire Property Magic	[세콰이아 카드] 물리 화속성 마법
SKILL_20150317_000847	[Rikaus Card] Physical Dark Property Slash	[리카우스 카드] 물리 암속성 베기
SKILL_20150317_000848	[Werewolf Card] Physical Dark Property Magic	[웨어울프 카드] 물리 암속성 마법
SKILL_20150317_000849	[Shadowgaler Card] Magic Dark Property Slash	[섀도게일러 카드] 매직 암속성 베기
SKILL_20150317_000850	[Carnivore Card] Physical Poison Property Magic	[카너버 카드] 물리 독속성 마법
SKILL_20150317_000851	[Minotaur Card] Magic Fire Property Magic	[미노타우로스 카드] 매직 화속성 마법
SKILL_20150317_000852	[Throneweaver Card] Magic Poison Property Strike	[쓰론위버 카드] 매직 독속성 타격
SKILL_20150317_000853	[Biteregina Card] Physical Non-Property Pierce	[비테리지나 카드] 물리 무속성 찌르기
SKILL_20150317_000854	[Chapparition Card] Magic Dark Property Magic	[채퍼리션 카드] 매직 암속성 마법
SKILL_20150317_000855	[Mummyghast Card] Physical Dark Property Magic	[머미가스트 카드] 물리 암속성 마법
SKILL_20150317_000856	Ice Breath	아이스브레스
SKILL_20150317_000857	[Ironbaum Card] Physical Fire Property Strike	[아이언바움 카드] 물리 화속성 타격
SKILL_20150317_000858	[Gorgon Card] Magic Dark Property Pierce	[고르곤 카드] 매직 암속성 찌르기
SKILL_20150317_000859	[Drapeliun Card] Physical Dark Property Pierce	[드라페리운 카드] 물리 암속성 찌르기
SKILL_20150317_000860	[Unicorn Card] Magic Dark Property Slash	[유니콘 카드] 매직 암속성 베기
SKILL_20150317_000861	[Moldyhorn Card] Magic Poison Property Magic	[몰디혼 카드] 매직 독속성 마법
SKILL_20150317_000862	[Rytaswort Card] Magic Poison Property Pierce	[리타스워트 카드] 매직 독속성 찌르기
SKILL_20150317_000863	[Harpeia Card] Physical Lightning Property Slash	[하르피아 카드] 물리 전기속성 베기
SKILL_20150317_000864	[Mothstem Card] Physical Lightning Property Pierce	[모스템 카드] 물리 전기속성 찌르기
SKILL_20150317_000865	[Merge Card] Physical Non-Property Slash	[머지 카드] 물리 무속성 베기
SKILL_20150317_000866	[Clymen Card] Physical Poison Property Strike	[클라이멘 카드] 물리 독속성 타격
SKILL_20150317_000867	[Devilglove Card] Magic Lightning Property Strike	[데블글로브 카드] 매직 전기속성 타격
SKILL_20150317_000868	[Necroventer Card] Magic Dark Property Magic	[네크로벤터 카드] 매직 암속성 마법
SKILL_20150317_000869	[Molich Card] Physical Dark Property Strike	[몰렉 카드] 물리 암속성 타격
SKILL_20150317_000870	[Yonazolem Card] Magic Non-Property Strike	[요나졸렘 카드] 매직 무속성 타격
SKILL_20150317_000871	[Abomination Card] Physical Dark Property Slash	[어보미네이션 카드] 물리 암속성 베기
SKILL_20150317_000872	[Ellaganos Card] Physical Dark Property Pierce	[엘라가노스 카드] 물리 암속성 찌르기
SKILL_20150317_000873	[Archon Card] Physical Fire Property Strike	[아콘 카드] 물리 화속성 타격
SKILL_20150317_000874	[Gaigalas Card] Physical Fire Property Magic	[가이갈라스 카드] 물리 화속성 마법
SKILL_20150317_000875	[Bramble Card] Magic Dark Property Strike	[브람블 카드] 매직 암속성 타격
SKILL_20150317_000876	[Honeypin Card] Physical Poison Property Strike	[허니핀 카드] 물리 독속성 타격
SKILL_20150317_000877	[Bebraspion Card] Physical Lightning Property Strike	[베브라스피온 카드] 물리 전기속성 타격
SKILL_20150317_000878	[Giant Red Wood Goblin Card] Magic Fire Property Magic	[자이언트 레드 우드 카드] 매직 화속성 마법
SKILL_20150317_000879	[Giant Wood Goblin Card] Magic Non-Property Magic	[자이언트 우드 고블린 카드] 매직 무속성 마법
SKILL_20150317_000880	[Kirmelich Card] Physical Poison Property Pierce	[키르멜리치 카드] 물리 독속성 찌르기
SKILL_20150317_000881	[Magbug] Physical Fire Property Magic	[매그버크] 물리 화속성 마법
SKILL_20150317_000882	[Kepachieftain Card] Physical Poison Property Strike	[케파치프틴 카드] 물리 독속성 타격
SKILL_20150317_000883	[Achat Card] Magic Non-Property Magic	[에하트 카드] 매직 무속성 마법
SKILL_20150317_000884	[Shnayim Card] Magic Lightning Property Magic	[쉬나임 카드] 매직 전기속성 마법
SKILL_20150317_000885	[Tomb Lord Card] Magic Dark Property Magic	[툼로드 카드] 매직 암속성 마법
SKILL_20150317_000886	[Denoptic Card] Magic Lightning Property Slash	[덴옵틱 카드] 매직 전기속성 베기
SKILL_20150317_000887	[Iltiswort Card] Physical Poison Property Magic	[일티스워트 카드] 물리 독속성 마법
SKILL_20150317_000888	[Scorpio Card] Physical Poison Property Pierce	[스콜피오 카드] 물리 독속성 찌르기
SKILL_20150317_000889	[Enchant Poison] Magic Poison Property	[인챈트포이즌] 매직 독속성 마법
SKILL_20150317_000890	[Ravinepede Card] Physical Poison Property Strike	[라바인피드 카드] 물리 독속성 타격
SKILL_20150317_000891	[Rajatoad Card] Physical Water Property Magic	[라자토드 카드] 물리 수속성 마법
SKILL_20150317_000892	[Unknocker Card] Physical Dark Property Strike	[언낙커 카드] 물리 암속성 타격
SKILL_20150317_000893	[Saltistter Card] Physical Water Property Strike	[살티스터 카드] 물리 수속성 타격
SKILL_20150317_000894	[Deadborn Card] Physical Non-Property Slash	[데드본 카드] 물리 무속성 베기
SKILL_20150317_000895	[Corrupted Card] Magic Holy Property Magic	[코럽티드 카드] 매직 신성속성 마법
