QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20150317_004598	Hancurkan protecting device yang tercemar jadi protector tidak akan keluar lagi.	더럽혀진 수호 장치를 파괴하여 더 이상 수호자가 나오지 못하게 하세요.
QUEST_LV_0100_20150317_004599	Hancurkan protecting device yang terpolusi	더럽혀진 수호장치 파괴
QUEST_LV_0100_20150317_004600	Periksa epitaph of the royal tomb	왕릉 비문 확인
QUEST_LV_0100_20150317_004601	Dapatkan power source dari protector dan berikan pada chest	수호자에게서 동력원을 얻어 봉헌함에 봉헌
QUEST_LV_0100_20150317_004602	Ketika protector royal tomb lupa akan tugasnya, power source masuk ke dalam chest dan kembali ke royal tomb. Kalahkan prootector, dapatkan power source dan letakkan ke dalam chest.	왕릉 수호자가 임무를 잊었을 때에는 동력원을 봉헌함에 넣어 왕릉으로 되돌린다고 합니다. 수호자를 처치하여 동력원을 얻은 뒤 봉헌함에 동력원을 넣으세요.
QUEST_LV_0100_20150317_004603	Kalahkan Achat	수호자 에하트 처치
QUEST_LV_0100_20150317_004604	Achat sudah tercemar. Kalahkan Achat.	수호자 에하트는 이미 더럽혀진 것 같습니다. 수호자 에하트를 처치하세요.
QUEST_LV_0100_20150317_004605	Protector Achat	수호자 에하트
QUEST_LV_0100_20150317_004606	Bicara pada training soldier Malt	훈련병 몰트와 대화
QUEST_LV_0100_20150317_004607	Kamu bisa melihat Malt yang menderita karena monster. Bicara pada Malt.	몬스터때문에 심적으로 고통받고 있는 훈련병 몰트가 보입니다. 훈련병 몰트와 대화해 보세요.
QUEST_LV_0100_20150317_004608	Kalahkan Filibos di supply path	보급로의 플리보 처치
QUEST_LV_0100_20150317_004609	Malt menjadi sulit hidupnya karena Filibos. Kalahkan Filibos untuk Malt.	훈련병 몰트는 플리보때문에 골머리를 앓고 있습니다. 훈련병 몰트를 위해 보급로의 플리보를 없애 주세요.
QUEST_LV_0100_20150317_004610	Sepertinya kamu telah mengalahkan Filibos. Kembali pada Malt.	보급로의 플리보를 어느 정도 처치한 것 같습니다. 훈련병 몰트에게 돌아가 보고하세요.
QUEST_LV_0100_20150317_004611	Kalahkan Filibo	플리보 처치
QUEST_LV_0100_20150317_004612	Bicara pada Officer Pakellas	부관 파켈라스와 대화
QUEST_LV_0100_20150317_004613	Pakelas tampak sibuk. Tanyakan Pakelas tentang wagon yang Malt ceritakan padamu.	부관 파켈라스는 보급대 일로 매우 바빠보입니다. 부관 파켈라스에게 훈련병 몰트가 말한 수레에 대해 대화해 보세요.
QUEST_LV_0100_20150317_004614	Periksa abandoned wagon.	방치된 수레 확인
QUEST_LV_0100_20150317_004615	Pakelas tampak marah pada pekerjaan Malt. Periksa abandoned wagon untuk Pakelas yang sibuk.	부관 파켈라스는 훈련병 몰트의 어설픈 일처리에 화가 난 듯 합니다. 바쁜 파켈라스를 대신해 방치된 수레를 확인 해 보세요.
QUEST_LV_0100_20150317_004616	Lapor ke Pakelas	부관 파켈라스에게 보고
QUEST_LV_0100_20150317_004617	Banyak wagon yang tidak bisa terpakai. Lapor ke Pakelas.	꽤 많은 수레가 사용할 수 없어 보입니다. 부관 파켈라스에게 보고하세요.
QUEST_LV_0100_20150317_004618	Pakelas sedih mendengar banyak wagon yang tidak bisa digunakan. Bicara pada Pakelas lagi.	많은 수레가 사용하기 힘들다는 말에 부관 파켈라스는 좌절하고 있습니다. 부관 파켈라스와 다시 대화해 보세요.
QUEST_LV_0100_20150317_004619	Kumpulkan stems of Haming	하밍의 줄기 수집
QUEST_LV_0100_20150317_004620	Untuk menggunakan wagon setelah diperbaiki, kamu harus mendapatkan material yang dibutuhkan. Kalahkan Haming dan dapatkan stem of Haming.	수레를 수리해서 쓰려면 일단 재료의 조달이 시급합니다. 주둔군 차고지 근처에 있는 하밍을 처치하고 하밍의 줄기를 구해 오세요.
QUEST_LV_0100_20150317_004621	Berikan pada Pakelas	부관 파켈라스에게 전달
QUEST_LV_0100_20150317_004622	Kamu memiliki cukup stem of Haming. Bicara pada Pakelas.	하밍의 줄기를 충분히 구했습니다. 부관 파켈라스에게 가져다 주세요.
QUEST_LV_0100_20150317_004623	Supply officer tampak memiliki banyak pekerjaan. Bicara padanya.	엄청난 업무량에 시달리는 보급 담당관이 보입니다. 보급 담당관과 이야기해 보세요.
QUEST_LV_0100_20150317_004624	Kumpulkan plantains	질경이 풀 수집
QUEST_LV_0100_20150317_004625	Supply officer berkata ia ada banyak kerjaan. Bantu officer mengumpulkan plantain grass.	보급 담당관은 자신의 업무량을 감당할 수 없다고 호소합니다. 불쌍한 보급 담당관을 위해 질경이 풀을 모아 주세요.
QUEST_LV_0100_20150317_004626	Berikan pada supply officer	보급 담당관에게 전달
QUEST_LV_0100_20150317_004627	Selesai mengumpulkan plantain yang dibutuhkan. Berikan pada Supply Officer.	필요한 질경이를 모두 수집했습니다. 보급 담당관에게 전달해 주세요.
QUEST_LV_0100_20150317_004628	Bicara pada Supply Officer	보급담당관과 대화
QUEST_LV_0100_20150317_004629	Pekerjaan Supply Officer tidak berakhir dengan ini. Bicara pada Supply Officer lagi.	보급 담당관의 일은 이것으로 끝이 아닙니다. 보급 담당관과 다시 대화해 보세요.
QUEST_LV_0100_20150317_004630	Kumpulkan Tini meat	티니 고기 수집
QUEST_LV_0100_20150317_004631	Misi selanjutnya adalah supply makanan dari lokasi di sekitar. Kalahkan Tini di sekitar dan dapatkan Tini meat	다음 임무는 부족한 식량을 주변에서 조달하는 것입니다. 주변의 티니를 처치하고 티니 고기를 모아오세요.
QUEST_LV_0100_20150317_004632	Berikan pada Supply Officer	보급담당관에게 전달
QUEST_LV_0100_20150317_004633	Ini akan cukup. Berikan Tini meat pada Supply Officer.	이 정도 양이면 충분한 것 같습니다. 보급담당관에게 티니의 고기를 전해 주세요.
QUEST_LV_0100_20150317_004634	Supply officer meringis ketika memeriksa item. Bicara padanya lagi.	물품을 검수하던 보급담당관의 표정이 일그러지고 있습니다. 보급 담당관과 다시 대화해 보세요.
QUEST_LV_0100_20150317_004635	Kumpulkan empty potion jar	빈 포션병 수집
QUEST_LV_0100_20150317_004636	Supply officer marah dan berkata bahwa Zigiris mencuri empty potion jar. Untuk menenangkannya, dapatkan empty potion jar yang Zigiris curi.	보급담당관은 지그리들이 빈 포션병을 또 훔쳐간 것이 분명하다며 마구 화를 내고 있습니다. 보급담당관을 진정시키기 위해 주변의 지그리를 잡아 빈 포션병을 되찾아와 주세요.
QUEST_LV_0100_20150317_004637	Kamu telah mendapatkan semua empty potion jar yang dicuri. Berikan pada Supply Officer.	빼앗긴 빈 포션병을 모두 되찾았습니다. 보급담당관에게 빈 포션병을 전해 주세요.
QUEST_LV_0100_20150317_004638	Mendapatkan %s dengan mengalahkan Zigiris	지그리를 처치해 %s 획득
QUEST_LV_0100_20150317_004639	Mendapatkan sebuah empty potion jar	빈 포션병 획득
QUEST_LV_0100_20150317_004640	Supply officer masih marah. Bicara padanya lagi.	보급담당관은 진정하기는 커녕 매우 화가 나 날뛰고 있습니다. 보급담당관과 얘기해 보세요.
QUEST_LV_0100_20150317_004641	Bakar Vubbe Flag	부베깃발 소각
QUEST_LV_0100_20150317_004642	Supply Officer berkata bahwa supply dicuri. Hancurkan Vubbe flag di Vubbe Plunder Base dan balaskan dendamnya.	보급담당관은 잠깐 자리를 비운 사이 보급품들을 도둑맞았다고 합니다. 보급담당관의 복수를 위해 부베약탈기지에 있는 부베 깃발을 부숴 버리세요.
QUEST_LV_0100_20150317_004643	Hancurkan semua Vubbe Flag. Lapor ke Supply Officer.	부베 깃발을 모두 쓰러뜨렸습니다. 보급담당관에게 보고하세요.
QUEST_LV_0100_20150317_004644	Kalahkan monster di sekitar	주변 몬스터를 처치한다
QUEST_LV_0100_20150317_004645	Kalahkan Black Zigiri dan Red Puragi	검은 지그리, 붉은 푸라기 처치
QUEST_LV_0100_20150317_004646	Bangunkan Test Instructor Owl	시험관 부엉이 조각상 깨우기
QUEST_LV_0100_20150317_004647	Bangunkan Test Instructor Owl	시험관 부엉이 조각상을 깨운다
QUEST_LV_0100_20150317_004648	Bicara pada Test Intructor Owl	시험관 부엉이 조각상과 대화
QUEST_LV_0100_20150317_004649	Bicara pada Test Intructor Owl	시험관 부엉이 조각상과 대화한다
QUEST_LV_0100_20150317_004650	Remnants of Necroventer	네크로벤터의 잔당
QUEST_LV_0100_20150317_004651	Bicara pada Test Instructor Owl	시험관 부엉이 조각상과 대화하세요
QUEST_LV_0100_20150317_004652	Melewati tes pertama	첫 번째 시험 통과
QUEST_LV_0100_20150317_004653	Melewati Tes pertama	첫 번째 시험을 통과한다
QUEST_LV_0100_20150317_004654	Kalahkan Deadborn sebagai tes	시험의 데드본 처치
QUEST_LV_0100_20150317_004655	Melewati tes kedua	두 번째 시험 통과
QUEST_LV_0100_20150317_004656	Melewati tes kedua	두 번째 시험을 통과한다
QUEST_LV_0100_20150317_004657	Kalahkan Sequoia sebagai tes	시험의 세콰이아 처치
QUEST_LV_0100_20150317_004658	Melewati tes ketiga	세 번째 시험 통과
QUEST_LV_0100_20150317_004659	Melewati tes ketiga	세 번째 시험을 통과한다
QUEST_LV_0100_20150317_004660	Kalahkan Statue of Goddess sebagai tes	시험의 여신상 처치
QUEST_LV_0100_20150317_004661	Gunakan key	열쇠 사용
QUEST_LV_0100_20150317_004662	Gunakan key untuk membuka jalan ke Thorn Forest	열쇠를 사용하여 가시숲으로 가는 길을 연다
QUEST_LV_0100_20150317_004663	Pindah ke Thorn Forest	가시숲으로 이동한다
QUEST_LV_0100_20150317_004664	Hanaming tiba-tiba muncul	갑작스런 하나밍의 등장
QUEST_LV_0100_20150317_004665	Kemunculan Hanaming	하나밍의 등장
QUEST_LV_0100_20150317_004666	Kalahkan sekumpulan Hanaming yang masuk.	달려드는 하나밍 무리 처치
QUEST_LV_0100_20150317_004667	Kalahkan Hanaming dan kembali ke Knight Titas.	갑자기 나타난 하나밍 무리를 처치하고 기사 티타스에게 간다
QUEST_LV_0100_20150317_004668	Bantu Healer Lady	치유사 아가씨의 부탁 들어주기
QUEST_LV_0100_20150317_004669	Sepertinya tugas belum selesai. Bicara pada Healer Lady lagi.	어쩐지 아직 일이 모두 끝난 것 같지가 않습니다. 다시 치유사 아가씨와 대화해 보세요.
QUEST_LV_0100_20150317_004670	Kalahkan Chafer	체이퍼 처치
QUEST_LV_0100_20150317_004671	Chafer tiba-tiba muncul di perjalanan kembali ke village. Kalahkan dia sehingga penduduk bisa kembali dengan aman.	체이퍼가 마을로 돌아가는 길목에 갑자기 나타났습니다. 주민들이 마을로 잘 돌아갈 수 있도록 체이퍼를 처치하세요.
QUEST_LV_0100_20150317_004672	Beritahu hasilnya pada Healer Lady	치유사 아가씨에게 결과 알려주기
QUEST_LV_0100_20150317_004673	Beritahu Healer Lady bahwa kamu mengalahkan Chafer.	치유사 아가씨에게 돌아가 체이퍼를 몰아냈다고 전해 주세요.
QUEST_LV_0100_20150317_004674	Kalahkan Chafer yang memblokir jalanan	길을 막은 체이퍼 처치
QUEST_LV_0100_20150317_004675	Mushcaria tiba-tiba muncul	갑자기 나타난 머슈카리아
QUEST_LV_0100_20150317_004676	Kalahkan Mushcaria	머슈카리아 처치
QUEST_LV_0100_20150317_004677	Kalahkan Mushcaria	머슈카리아를 처치한다
QUEST_LV_0100_20150317_004678	Belajar cara mendapatkan skill dari Search Scout.	수색병에게 스킬 획득 방법을 익히세요.
QUEST_LV_0100_20150317_004679	Belajar cara mendapatkan skill dari {nl} Search Scout.	스킬 획득 방법을 익힌다
QUEST_LV_0100_20150317_004680	Tekan key bersangkutan untuk membuka skill window untuk mempelajari skill. Pelajari sebuah skill.	키를 눌러 스킬창을 열고 스킬을 배울 수 있습니다. 스킬 한 가지를 배워 보세요.
QUEST_LV_0100_20150317_004681	Kamu telah berhasil mempelajari sebuah skill baru. Bicara kembali pada Soldier.	스킬을 익히는 데 성공했습니다. 수색병과 다시 이야기 해 보세요.
QUEST_LV_0100_20150317_004682	Bicara pada Guardian's Stone Statue	수호자의 석상과 대화
QUEST_LV_0100_20150317_004683	Kalahkan Corrupted Guardian	오염된 수호자 처치
QUEST_LV_0100_20150317_004684	Beberapa guardian telah tercemar karena energi jahat yang muncul dari gelombang magic. Hancurkan corrupted Guardian.	제어 마법의 흐름에 사악한 기운이 흘러드는 바람에 일부 수호자들이 이미 오염되어버렸다고 합니다. 이미 오염된 수호자들을 파괴하세요.
QUEST_LV_0100_20150317_004685	Corrupted Guardian telah dimusnahkan. Bicara pada Guardian's Stone Statue.	오염된 수호자들을 전부 처치하였습니다. 수호자의 석상과 대화하세요.
QUEST_LV_0100_20150317_004686	Kalahkan Corrupted Vikaras Mage	오염된 비카라스 메이지 처치
QUEST_LV_0100_20150317_004687	Kumpulkan condensed magic source	응축된 마력원 수집
QUEST_LV_0100_20150317_004688	Guardian's Stone Statue memberitahumu bahwa kamu harus mengalahkan sleeping Guardian menggunakan condensed magic source sebelum mereka bangun. Kumpulkan condensed magic source.	수호자의 석상은 오염된 상태로 잠들어 있는 수호자들이 깨어나기 전에 응축된 마력원을 사용하여 그들을 제거해야 한다고 합니다. 응축된 마력원을 모아 오세요.
QUEST_LV_0100_20150317_004689	Kamu telah cukup mengumpulkannya. Kembali ke Guardian's Stone Statue.	이정도 양이면 충분히 모은 것 같습니다. 수호자의 석상에게 돌아 가세요.
QUEST_LV_0100_20150317_004690	Kamu telah mengumpulkan condensed magic source untuk menghancurkan corrupted Guardians yang tertidur. Bicara pada Guardian's Stone Statue.	오염된 상태로 잠들어 있는 수호자들을 파괴하기 위한 응축된 마력원을 모아 왔습니다. 수호자의 석상과 대화하세요.
QUEST_LV_0100_20150317_004691	Gunakan condensed magic source pada Guardian yang sedang tidur.	잠들어 있는 수호자에게 응축된 마력원 사용
QUEST_LV_0100_20150317_004692	Gunakan condensed magic source sebelum Guardian bangun dan menyebarkan polusi.	오염되어 잠들어 있는 수호자들이 깨어나서 오염을 퍼뜨리기 전에 응축된 마력원을 사용하세요.
QUEST_LV_0100_20150317_004693	Kamu telah menghancurkan semua Guardian yang tertidur. Kembali ke Guardian's Stone Statue.	오염되어 잠든 수호자들을 모두 파괴했습니다. 수호자의 석상에게 돌아가 보세요.
QUEST_LV_0100_20150317_004694	Bicara pada Treasure Hunter Eden	보물사냥꾼 에당과 대화
QUEST_LV_0100_20150317_004695	Treasure Hunter Edang dari High Crooked Road, sedang mencari orang untuk mengirimkan potongan Monument..	높이굽은 길의 보물사냥꾼 에당이 비석 조각을 배달해줄 사람을 찾고 있습니다.
QUEST_LV_0100_20150317_004696	Bicara pada Epigraphist Raymond	금석학자 레이몬드와 대화
QUEST_LV_0100_20150317_004697	Kamu berjanji pada Treasure Hunter Eden bahwa kamu akan mengirimkan Tombstone Fragments Package ke Epigraphist Raymond. Kirimkan ke Epigraphist Raymond.	보물사냥꾼 에당에게 비석 조각 꾸러미를 금석학자 레이몬드에게 배달해 주겠다고 약속 했습니다. 금석학자 레이몬드에게 비석 조각 꾸러미를 배달합시다.
QUEST_LV_0100_20150317_004698	Bicara pada Epigraphist Schmid di Irody Square	아이로디 주열 광장의 금석학자 스미드와 대화
QUEST_LV_0100_20150317_004699	Kamu memberitahunya bahwa kamu akan mengantar restored tombstone fragments yang kamu dapatkan dari Epigraphist Raymond untuk asistennya Smid.	금석학자 레이몬드에게 받은 복원된 비석 조각을 그의 조수 스미드에게 배달해겠다고 했습니다.
QUEST_LV_0100_20150317_004700	Hancurkan Denoptic, sumber polusi.	오염의 원흉인 덴옵틱 처치
QUEST_LV_0100_20150317_004701	Guardian's Stone Statue memberitahumu bahwa Denoptic mencemari Guardian. Temukan Denoptic dan hancurkan.	수호자의 석상은 덴옵틱이 수호자들을 오염시키고 있다고 합니다. 덴옵틱을 찾아 처치하세요.
QUEST_LV_0100_20150317_004702	Baca design plan Royal Tomb	왕릉 설계도 읽기
QUEST_LV_0100_20150317_004703	Temukan guardian yang mencoba menyebabkan kehancuran	붕괴가 진행되는 위치 찾기
QUEST_LV_0100_20150317_004704	Guardian mencoba untuk menghancurkan Mausoleum untuk menghentikan serangan demon. Hentikan para guardian dan cegah kehancuran Royal Tomb.	수호자들은 마족의 침입을 막기 위해 왕릉을 파괴하려 하고 있습니다. 수호자들을 저지하여 왕릉의 붕괴를 막으세요.
