QUEST_UNUSED_20150317_000001	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.
QUEST_UNUSED_20151015_000426	Kau ingin mempelajari teknik yang lebih advance katamu?{nl} Jika ingin mempelajari teknik advance Schwarzer Reiter, maka kau harus memiliki kemampuan yang layak kan.{nl} Menembak dan mengenai musuh dengan tepat pertama dan kedua adalah hal yang penting.	더 고급기술을 배우고 싶다고?{nl}슈바르츠라이터의 고급 기술을 배우려면 그럴만한 실력이 뒷바침 되어야겠지.{nl}첫째도 둘째도 중요한건 확실하게 적을 쏘아 맞추는 일이다.
QUEST_UNUSED_20151015_000427	Aku suka rasa percaya dirimu.{nl} Tetapi aku harus memeriksa apakah itu bukan cuman perkataan saja.{nl} lakukanlah serangan berurutan sebanyak 200 kali tanpa ada kesalahan pada monster biasa, jika berhasil maka akan kuakui kau.	자신감은 마음에 드는군.{nl}하지만 입만 산건 아닌 지 확인해보겠다.{nl}일반 몬스터에게 가서 실수없이 연속으로 200번 명중시키고 온다면 인정하도록 하지.
QUEST_UNUSED_20151015_000428	Bukan gertakan rupanya.{nl} Dengan kemampuan seperti itu, aku merasa mampu mengajarimu.	과연 허세는 아니었군.{nl}그 정도 실력이라면 나도 가르치는 보람이 있지.
QUEST_UNUSED_20151015_000429	Kau datang untuk mempelajari teknik Monk?{nl} Kau datang dengan tepat. Sepertinya kau dapat dipercaya untuk melakukannya.{nl} Ada pekerjaan yang ingin kumintai tolong.{nl}	몽크의 기술을 배우러 왔소?{nl}그럼 마침 잘 됐군. 당신이라면 믿고 맡길 수 있지.{nl}부탁하고 싶은 일이 있소.{nl}
QUEST_UNUSED_20151015_000430	Sekarang pun aku sedang menyesali kesalahan yang kulakukan di masa lalu.{nl} mengenai hal itu, aku sedang menolong mereka ini agar perasaan bersalah itu terbayarkan, tetapi jika ini sampai ketahuan jadi sulit rasanya.{nl} Sebenarnya cukup dengan memberikan suatu benda kepada mereka, tetapi jika melakukannya dengan baik, akan kuakui kemampuanmu dan kuajarkan teknik itu.	난 과거에 한 실수를 지금도 후회하고 있소.{nl}그에 대한 속죄겸 어떤 이들을 돕고 있는데 이게 알려지면 곤란한 일이라서 말이오.{nl}그들에게 물건을 하나 전하면 되는데, 잘 해낸다면 실력으로 인정하고 기술을 전수하리다.
QUEST_UNUSED_20151015_000431	Karena hal itu, banyak orang yang menyalahkanku ya.{nl} Tetapi bukan waktunya untuk mempedulikan orang-orang seperti itu.{nl} Hanya saja aku bertanggung jawab atas kesalahan yang kulakukan ya.	그 일로 나를 원망하는 사람들도 많지.{nl}하지만 그런 사람들을 신경써서 하는 일은 아니오.{nl}다만 나 스스로의 실수에 대한 책임을 지는 것이지.
QUEST_UNUSED_20151015_000432	Apakah kau telah memberikannya?{nl} Kalau begitu saat ini hanya tersisa pekerjaan untuk belajar dariku saja ya.	잘 전해주었소?{nl}그럼 이제 나아게 한 수 배우는 일만 남았군.
QUEST_UNUSED_20151015_000433	Apakah kau datang untuk mendapatkan pengakuan baru dariku?{nl} Tetapi saat ini ada suatu hal yang membuatku kesulitan sedikit.{nl} buku keuanganku tersobek-sobek oleh karena para monster.{nl}{nl} Karena hal ini aku tidak dapat berfokus melakukan pekerjaan lainnya.{nl} Jika kamu sungguh terburu-buru, tolonglah ambil kembali buku keuanganku karena aku akan beritahukan lokasinya.{nl} Hal ini adalah rahasia, tetapi selama ini kau telah banyak membantu dan terpercaya makanya aku meminta tolong.	나에게 새로이 인정받기 위해 왔는가?{nl}하지만 지금은 내가 조금 곤란한 일이 있어서 힘들겠군.{nl}몬스터들 때문에 거래 장부가 찢어져버려서 말이네.{nl}{nl}이거 때문에 지금 다른 업무를 보는 일도 정신이 없네.{nl}정 급하다면 내가 장소를 알려줄테니 대신 예비 장부를 가져와주게.{nl}이런건 비밀이긴 하지만 자네와 그동안의 인연도 있고 믿을만한 사람이라고 생각하고 있으니 말이네.
QUEST_UNUSED_20151015_000434	Copy Ledger ada di Monastery 35_3.{nl} Aku telah menyembunyikan di dalam buku agar tidak dapat ditemukan oleh orang lainnya, dan juga aku telah menaruh beberapa yang palsu, coba carilah dengan baik.	예비 장부는 수도원 35_3에 있네.{nl}다른 자들이 찾아내지 못하도록 책속에 숨겨두기도 했고 가짜 장부도 여럿 놓아두었으니 잘 찾아오게.
QUEST_UNUSED_20151015_000435	Kau telah menemukannya dengan baik.{nl} Karena kau telah menyelesaikan hal yang mendesak, aku akan mengakuimu dengan ini.	제대로 찾아왔군.{nl}급한 일은 처리했으니 자네는 이걸로 인정해주겠네.
QUEST_UNUSED_20151015_000436	Sangatlah penting untuk mengetahui mengenai tanaman yang dikontrol diri sendiri untuk dapat mengontrol kemampuan druid.{nl} Setelah hari Medzio Diena, para tanaman tumbuh pesat dan menjadi monster, dan aku sedang menyelidiki akan masalah tersebut, sehingga kamu juga dapat mempelajari poin itu.{nl} jika kamu membantu akan hal ini, akan kuakui bagian itu sebagai kinerjamu.	드루이드의 능력을 잘 다루기 위해서는 자신이 다루는 식물에 대해서 잘 아는 것도 중요합니다.{nl}마침 제가 신수의 날 이후로 과성장한 식물들이 몬스터가 되어 날뛰는 문제를 조사하는 중이니 당신도 배울 점이 있겠지요.{nl}이 일을 돕는다면 그 부분을 수행으로 인정해드리겠습니다.
QUEST_UNUSED_20151015_000437	Hancurkan tanaman-tanaman yang menjadi monster, dan bawalah spesimen dari mereka.{nl} Kau bisa mendapatkan banyak spesimen dari monster yang lebih kuat.	몬스터가 된 식물들을 처치하고 표본을 구해와 주세요.{nl}강한 몬스터일수록 더 많은 표본을 얻을 수 있습니다.
QUEST_UNUSED_20151015_000438	Sepertinya kemampuanmu cukup.{nl} Karena kemampuan kamu sudah diakui akan kubantu anda.	실력도 충분하신 것 같군요.{nl}수행으로 인정해드리기로 했으니 약속대로 당신을 돕도록 하죠.
QUEST_UNUSED_20151015_000439	Sepertinya kau ada urusan denganku, tetapi sekarang ada hal yang lebih penting lagi.{nl} dari tempat yang jauh perlahan energy jahat yang muncul mulai menguat, dan telah mulai memberikan efek pada kekuatan Oracle.{nl} Akhirnya gambaran yang dilihat sebagai Clairvoyance menjadi kabur.{nl}	저에게 용무가 있으신 거 같은데 지금은 더 중요한 일이 있습니다.{nl}먼 곳에서 발생한 마기가 점점 짙어지더니 오라클의 힘에 영향을 주기 시작했습니다.{nl}결국에는 클레어보이언스로 보는 영상이 흐려지고 있습니다.{nl}
QUEST_UNUSED_20151015_000440	Melakukan pembersihan energi jahat itu adalah menjadi hal yang paling utama saat ini.{nl} Maukah kamu coba melakukannya?{nl} Kurasa menyelesaikan masalah ini dapat menjadi ujian dan juga kesempatan bagimu untuk menunjukkan kemampuan.	그 마기를 처리하는 게 지금 가장 우선시되어야 할 일입니다.{nl}당신이 한번 나서보지 않겠습니까?{nl}어쩌면 이 일을 해결하는 게 당신의 능력을 증명하면서 동시에 시험이 될 수도 있다는 생각이 듭니다.
QUEST_UNUSED_20151015_000441	Tempat yang memiliki masalah adalah di Canyon Area 36_1.{nl} Semuanya akan beres jika kamu mendirikan Purification Romuva yang kuberikan di tempat yang memiliki energy demon kuat.	문제가 되고 있는 곳은 협곡지대 36_1입니다.{nl}제가 드린 정화의 로무바를 마기가 강한 곳에 세우면 됩니다.
QUEST_UNUSED_20151015_000442	Sepertinya kau berhasil dengan baik.{nl} Aku merasa telah membuat keputusan tepat dengan mempercayakannya padamu.{nl} Kalau begitu sekarang giliran saya membantumu.	잘 해내신 모양입니다.{nl}당신에게 맡기길 잘 했다는 생각이 듭니다.{nl}그럼 이제 제가 당신을 돕도록 하겠습니다.
QUEST_UNUSED_20151015_000443	Bagus, bawalah benda ini, dan pergilah ke Mochia Forest.{nl} Temukanlah orang yang terlihat seperti pewawancara disana, dan setelah coba berbicara secara alami, kau harus menjawab dengan tepat sesuai pertanyaannya.	좋소, 이 물건을 가지고 모치아 숲으로 가시오.{nl}그곳에서 접견인으로 보이는 사람을 발견하거든 일단 자연스럽게 대화를 하다가 그의 질문에 맞게 암구호를 말해야 하오.
QUEST_UNUSED_20151015_000444	Demon Shetrigailla	마족 쉬트리가일라
QUEST_UNUSED_20151015_000445	Akhirnya.. Datang juga.{nl} Kirimkanlah aku keluar dari Giltine..{nl}	드디어.. 올 것이 왔군.{nl}날 길티네님의 곁으로 보내줄 이가..{nl}
QUEST_UNUSED_20151015_000446	Aku ada permintaan kepadamu.{nl} Bantulah aku untuk mencapai kematian.	네게 부탁이 있다.{nl}날 죽음으로 이끌어 다오.
QUEST_UNUSED_20151015_000447	Tulisan yang tertulis di Pillar	기둥에 적힌 글귀
QUEST_UNUSED_20151015_000448	[Chelorose's Electric]	[클레로스 전기]
QUEST_UNUSED_20151015_000449	{nl}Chelorose lahir sebagai anak lelaki sulung dari keluarga bangsawan.{nl}Tetapi hak ahli warisnya dirampas oleh ibu angkat dan ia menjadi terusir keluar tanahnya.{nl}	{nl}클레로스는 어느 영주 가문의 장자로 태어났다.{nl}그러나 계모의 자식에게 계승권을 빼앗기고 영지 밖으로 쫓겨나게 되었다.{nl}
QUEST_UNUSED_20151015_000450	Kehidupannya yang dipenuhi dengan kegagalan saja dimulai seperti ini.{nl} Ia yang berkelana, pergi mencari pekerjaan atas tawaran kenalan.{nl}	실패만으로 가득찬 그의 삶은 이렇게 시작되었다.{nl}방황하던 그는 지인의 권유로 일자리를 찾아 떠났다.{nl}
QUEST_UNUSED_20151015_000451	Tetapi itu adalah rencana untuk menukarkan Chelorose.{nl} Ia terjebak sebagai budak yang harus bekerja sampai mati dengan terpenjarakan.{nl}	하지만 그건 클레로스를 팔아치우려는 계획이었다.{nl}그는 감금당한 채로 죽도록 일만 해야하는 노예로 전락하게 되었다.{nl}
QUEST_UNUSED_20151015_000452	Tetapi suatu hari ia mendapatkan penyelamatan dari Ruklys dan bisa terbebas dari kehidupan perbudakan.{nl} Tetapi hari-hari yang tenang tidak bertahan lama.{nl}	그러던 도중 루클리스의 구원을 받아 노예의 삶에서 벗어날 수 있었다.{nl}하지만 평화로운 나날도 잠시 뿐이었다.{nl}
QUEST_UNUSED_20151015_000453	Hidupnya berubah menjadi bencana  karena mengalami tekanan dari Ruklys.	루클리스가 토벌되면서 그의 안식은 재난으로 변했던 것이다.
QUEST_UNUSED_20151015_000454	{nl} Kehidupannya sebagai pelarian terlus berlanjut.{nl} Seumur hidup tidak pernah ada satu hal yang pernah berhasil baik.{nl}	{nl}기나긴 도주 생활은 계속되었다.{nl}일생에 성공한 일이라곤 하나도 없었다.{nl}
QUEST_UNUSED_20151015_000455	Sampai akhirnya tertangkap dan dipenjarakan di Kalejimas.{nl} Di penjara yang terkenal sadis itu alangkah baik jika ada secercah harapan saja..{nl}	그 마저 결국엔 붙잡혀 칼레이마스에 수감되었다.{nl}그 악명높은 감옥에서 무언가 희망이 있었다면 좋았으리라..{nl}
QUEST_UNUSED_20151015_000456	Tetapi ia mengalami masa sulit disana, dan menghabiskan hidupnya.	하지만 그는 그곳에서 고초를 겪다 끝내 생을 마감하고 말았다.
QUEST_UNUSED_20151015_000457	[Kematian Chelorose, setelah itu]	[클레로스의 죽음, 그 이후]
QUEST_UNUSED_20151015_000458	{nl} Jika ceritanya berakhir disini, hanya akan menjadi cerita orang yang gagal di kehidupan seperit itu saja.{nl}	{nl}여기서 이야기가 끝난다면 그저그런 인생 실패자의 이야기일 뿐이다.{nl}
QUEST_UNUSED_20151015_000459	Tetapi melalui  ada yang berpendapat ia dalam kondisi mengalami siksaan dari demon hingga saat ini..{nl} jiwanya pun tersiksa.{nl}	하지만 일설에 의하면 그는 지금도 마족에게 고문당하는 신세라고 한다.{nl}영혼인 채로 말이다.{nl}
QUEST_UNUSED_20151015_000460	karena itu, ada orang yang berkata bahwa itu menjadi alasan tersembunyi dari kehidupannya.{nl} Tetapi tidak ada orang yang tahu dengan pasti apa alasannya.{nl}	때문에 그의 인생에 숨겨진 사연이 있을 것이라 말하는 사람들도 있다.{nl}그러나 어떤 사연인지 정확히 아는 사람은 아무도 없다.{nl}
QUEST_UNUSED_20151015_000461	Tulisan yang tertulis di Pillar	기둥에 새겨진 글귀
QUEST_UNUSED_20151015_000462	[Rumple Steel Skin dan Bulan]	[럼펠스틸스킨과 달]
QUEST_UNUSED_20151015_000463	{nl}{nl} Cobalah mencari titik kecil yang mengejar bulan di langit malam.{nl} itu tidak lain adalah Rumple Steel Skin yang terbang menuju ke bulan.{nl}	{nl}{nl}밤 하늘의 달을 쫓는 조그만 점을 찾아 보세요.{nl}그건 달을 향해 날아가는 럼펠스틸스킨이랍니다.{nl}
QUEST_UNUSED_20151015_000464	Yang kami ketahui adalah Rumple Steel Skin terbang ke bulan karena bertaruh dengan Lidia Sharpen.{nl} Walaupun ini adalah cerita lama sekali.{nl}	우리가 잘 아는 대로 럼펠스틸스킨은 리디아 샤펜과의 내기로 달을 향해 날아갔습니다.{nl}아주 오랜 세월을 말이지요.{nl}
QUEST_UNUSED_20151015_000465	Ketika terbang sudah setengah menuju ke bulan, Rumple Steel Skin sungguh kaget ketakutan.{nl} Itu terjadi segera sebelum panah milik Lidia Sharpen yang ia naiki hancur.	달을 향해 중간 쯤 날아왔을 때, 럼펠스틸스킨은 소스라치게 놀랐습니다.{nl}자신이 타고 날아온 리디아 샤펜의 화살이 부숴지기 직전이었던 것이지요.
QUEST_UNUSED_20151015_000466	[Rumple Steel Skin dan Lidia Sharpen's Arrow]	[럼펠스틸스킨과 리디아 샤펜의 화살]
QUEST_UNUSED_20151015_000467	{nl} Rumple Steel Skin telah mengetahui bahwa dirinya ditipu.{nl} Tapi tentu saja karena waktu telah berlalu lama, maka anak panah pun hancur.{nl}	{nl}럼펠스틸스킨은 자신이 속았다는 것을 알아챘습니다.{nl}물론 긴 시간이 흘렀으니 화살이 부숴질 만도 하겠지요.{nl}
QUEST_UNUSED_20151015_000468	Tetapi pada saat itu, Rumple Steel Skin dapat mengatasinya dengan Sihir miliknya.{nl} Panah dari Lidia Sharpen menjadi sepenuhnya seperti itu adalah karena adanya kekuatan yang menolak demon.{nl}	하지만 그런 것 쯤이야 럼펠스틸스킨의 마법으로 해결할 수 있었습니다.{nl}순전히 화살이 그렇게 된 건 리디아 샤펜의 화살은 마족에게 저항하는 힘이 있었기 때문이었지요.{nl}
QUEST_UNUSED_20151015_000469	Begitulah. Rumple Steel Skin adalah seorang Demon.{nl} Jika kekuatan dari panah dan kekuatan demon saling bersentuhan, maka perlahan-lahan panah akan mulai hancur.{nl}	그렇습니다. 럼펠스틸스킨은 마족이었던 것입니다.{nl}마족의 힘과 화살의 힘이 부딫히면서 천천히 바스라지기 시작한 것입니다.{nl}
QUEST_UNUSED_20151015_000470	Rumple Steel Skin yang sekarang mengetahui hal ini sangatlah marah, tetapi tidak ada apapun yang bisa dilakukannya.	그걸 이제서야 깨달은 럼펠스킬스킨은 마구 화가 났지만 달리 어찌 할 도리가 없었습니다.
QUEST_UNUSED_20151015_000471	[Rumple Steel Skin dimana]	[럼펠스틸스킨은 어디에]
QUEST_UNUSED_20151015_000472	{nl} Rumple Steel  Skin sedang terbang mengarah ke bulan saat ini juga, karena tidak dapat kembali ke darat.{nl} Tetapi karena ia sudah kembali, entah apakah dia sedang mencari anak panah lainnya yang ditinggalkan Lidia Sharpen.{nl}	{nl}럼펠스틸스킨은 땅으로 돌아오지 못한 채 지금도 달을 향해 날아가고 있습니다.{nl}어쩌면 벌써 돌아와서 리디아 샤펜이 남긴 다른 화살을 찾고 있을지도 모르지요.{nl}
QUEST_UNUSED_20151015_000473	Cerita ini tidak ada cara untuk dikonfirmasi baik melalui manusia, Goddess, maupun demon.{nl} Tetapi yang jelas adalah pergi ke bulan adalah sesuatu yang mungkin.	이 이야기는 인간도, 여신도, 마족에게도 확인할 길은 없습니다.{nl}물론 달에 갈 수 있다면야 확실해지겠지만요.
QUEST_UNUSED_20151015_000474	Leopoldas	레오폴다스
QUEST_UNUSED_20151015_000475	Hmm, Apakah kau adalah Savior.{nl} Senang bertemu denganmu, senang rasanya.{nl}	아니, 자네는 계시자 아니신가.{nl}반갑네, 반가워.{nl}
QUEST_UNUSED_20151015_000476	Ahhh, Aku tentu saja mengetahui tentangmu.{nl} Kami Kedora Merchant Alliance mengetahui segala hal.{nl}	아아, 자네에 대해선 물론 알고 있지.{nl}우리 케도라 상단은 뭐든 알고 있거든.{nl}
QUEST_UNUSED_20151015_000477	Kami adalah komite yang telah lama menyediakan material pembangunan skala besar, seperti Astral Tower dan Cathedral.{nl} Semua adalah kehendak Goddess. Bisa disebut kami mendukung dibalik sejarah? {nl}	우린 별의 탑, 대성당 같은 대형 공사의 자재를 공급해 온 유서깊은 상단이야.{nl}전부 여신의 뜻이지. 역사를 뒤에서 보좌해왔다고나 할까? {nl}
QUEST_UNUSED_20151015_000478	Ah, Aku bertugas mengatur member baru dari Merchant Alliance.{nl} Karena ketika hari Medzio Diena telah terjadi kerusakan yang sangat parah, saat ini kami sampai menggerakan seluruh member baru dan melakukan restorasi kerusakan.{nl}	아, 난 상단의 신입 단원 관리를 맡고 있네.{nl}신수의 날에 막대한 피해를 입어서 신입들까지 동원해가며 피해를 복구하고 있지.{nl}
QUEST_UNUSED_20151015_000479	Bagaimana. Membantu sesama Goddess?{nl} Dengan gagah berani kami Kedora Merchant Alliance sebagai asisten! Cukup berpotensi bukan.	어떤가. 같은 여신의 동지끼리 돕는 건?{nl}당당히 우리 케도라 상단의 조력자! 쯤이 되는 것 아니겠나.
QUEST_UNUSED_20151015_000480	Sungguh terima kasih banyak.{nl} pertama-tama di sebelah terdapat para member baru yang berada dalam pengawasanku.{nl}	거 정말 고맙네.{nl}일단 옆쪽엔 내 담당인 신입단원들이 있지.{nl}
